coverage_id,canonical_id,disposition,task_id,task_key,area,note
F034,F034,planned,8164,magic.special-lycanthropy,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F034,F034,planned,8172,magic.consumer_completion,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F035,F035,planned,8078,magic.potion_recipes,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F035,F035,planned,8137,magic.potion_making,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F035,F035,planned,8172,magic.consumer_completion,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F036,F036,planned,8039,magic.construction_costs,7,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F036,F036,planned,8131,magic.known-ready-spells,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F036,F036,planned,8137,magic.potion_making,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F036,F036,planned,8152,magic.spellmaker,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F036,F036,planned,8153,magic.spell_sales,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F036,F036,planned,8167,magic.item_making,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F036,F036,planned,8172,magic.consumer_completion,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F037,F037,planned,7950,content.items,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F037,F037,planned,7961,item.state,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F037,F037,planned,7989,item.weight_money,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F037,F037,planned,7998,item.condition,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F037,F037,planned,8174,integration.kit_reuse,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F038,F038,planned,7961,item.state,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F038,F038,planned,7989,item.weight_money,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F039,F039,planned,7950,content.items,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F039,F039,planned,7977,item.factory,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F039,F039,planned,8055,service.shops,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F040,F040,planned,7950,content.items,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F040,F040,planned,7998,item.condition,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F040,F040,planned,8021,economy.prices,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F040,F040,planned,8055,service.shops,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F040,F040,planned,8056,service.repair,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F040,F040,planned,8057,service.identify,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F041,F041,planned,7950,content.items,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F041,F041,planned,7988,item.equipment,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F041,F041,planned,7998,item.condition,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F041,F041,planned,8107,combat.wear,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F042,F042,planned,7990,item.loot,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F043,F043,planned,7990,item.loot,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F043,F043,planned,8009,item.actions,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F043,F043,planned,8047,combat.corpses,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F044,F044,planned,7989,item.weight_money,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F044,F044,planned,8009,item.actions,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F045,F045,planned,7943,content.weapon-media,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F045,F045,planned,8084,combat.bows,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F045,F045,planned,8143,combat.presentation,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F046,F046,planned,8086,world.weather,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F047,F047,planned,8111,world.ambient,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F048,F048,planned,8018,travel.transport,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F049,F049,planned,7946,world.sites,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F049,F049,planned,7999,world.transitions,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F049,F049,planned,8012,world.relocation,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F050,F050,planned,7946,world.sites,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F051,F051,planned,8019,map.discovery,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F051,F051,planned,8052,map.views,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F052,F052,planned,8052,map.views,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F053,F053,planned,8013,world.lighting,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F054,F054,planned,8010,world.streaming,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F055,F055,planned,7965,content.terrain,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F055,F055,planned,8026,content.world-corpus-closure,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F055,F055,planned,8040,world.terrain,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F056,F056,planned,7965,content.terrain,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F056,F056,planned,8040,world.terrain,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F057,F057,planned,7949,content.blocks-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F057,F057,planned,7993,content.exteriors,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F057,F057,planned,8026,content.world-corpus-closure,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F057,F057,planned,8040,world.terrain,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F058,F058,planned,7949,content.blocks-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F058,F058,planned,7992,content.dungeons,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F058,F058,planned,8000,world.doors,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F058,F058,planned,8011,world.action_graph,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F058,F058,planned,8026,content.world-corpus-closure,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F059,F059,planned,7948,content.climate-politics,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F059,F059,planned,8086,world.weather,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F060,F060,planned,7992,content.dungeons,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F060,F060,planned,8026,content.world-corpus-closure,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F061,F022,alias,8001,movement.modes,6,Reuse canonical work; no duplicate implementation.
F061,F022,alias,8014,movement.climb,6,Reuse canonical work; no duplicate implementation.
F061,F022,alias,8015,movement.levitate,6,Reuse canonical work; no duplicate implementation.
F061,F022,alias,8082,movement.swim,6,Reuse canonical work; no duplicate implementation.
F061,F022,alias,8174,integration.kit_reuse,12,Reuse canonical work; no duplicate implementation.
F062,F022,alias,8001,movement.modes,6,Reuse canonical work; no duplicate implementation.
F062,F022,alias,8014,movement.climb,6,Reuse canonical work; no duplicate implementation.
F062,F022,alias,8015,movement.levitate,6,Reuse canonical work; no duplicate implementation.
F062,F022,alias,8082,movement.swim,6,Reuse canonical work; no duplicate implementation.
F062,F022,alias,8174,integration.kit_reuse,12,Reuse canonical work; no duplicate implementation.
F063,F063,planned,8109,combat.enemy_cadence,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F063,F063,planned,8110,ai.movement,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F064,F064,planned,8017,ai.senses,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F065,F065,planned,7927,content.monster-archive,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F065,F065,planned,7934,content.audio,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F065,F065,planned,8143,combat.presentation,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F066,F066,planned,7927,content.monster-archive,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F066,F066,planned,8132,magic.runtime-presentation,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F066,F066,planned,8143,combat.presentation,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F067,F067,planned,7927,content.monster-archive,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F067,F067,planned,8047,combat.corpses,6,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F068,F068,planned,8144,npc.wandering,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F069,F069,planned,7933,content.character-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F069,F069,planned,7969,content.character-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F069,F069,planned,7979,npc.identity,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F069,F069,planned,8144,npc.wandering,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F070,F070,planned,7933,content.character-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F070,F070,planned,7969,content.character-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F070,F070,planned,7979,npc.identity,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F070,F070,planned,8157,crime.arrest,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F071,F071,planned,7945,actor.lifecycle,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F071,F071,planned,7979,npc.identity,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F072,F072,planned,8002,world.encounters,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F073,F073,excluded,,,,DFU demo/inspector spawn harness is excluded from game coverage; existing sprite workbench remains useful tooling.
F074,F074,planned,7967,content.factions,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F074,F074,planned,7991,social.state,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F074,F074,planned,8023,guild.membership,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,7967,content.factions,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,8058,guild.fighters,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,8059,guild.mages,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,8060,guild.thieves,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,8061,guild.brotherhood,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,8062,guild.temples,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,8063,guild.knights,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,8103,magic.summoning,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,8104,quest.offers,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F075,F075,planned,8158,service.cures,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F076,F076,planned,8004,service.transactions,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F076,F076,planned,8023,guild.membership,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F077,F077,planned,8024,bank.accounts,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F077,F077,planned,8065,bank.property,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F078,F078,planned,8064,bank.loans,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F079,F079,planned,8007,quest.runtime.state,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F079,F079,planned,8073,quest.runtime.lifecycle,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F079,F079,planned,8161,quest.story_start,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F079,F079,planned,8162,quest.story_endings,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F079,F079,planned,8168,quest.integrate.guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F079,F079,planned,8169,quest.integrate.regional,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F079,F079,planned,8170,quest.integrate.story,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F079,F079,planned,8171,quest.integrate.special,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F080,F080,planned,8007,quest.runtime.state,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F081,F081,planned,7929,content.qbn-decoder,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F081,F081,planned,7930,content.qrc-decoder,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F081,F081,planned,7956,quest.import.compiler,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F081,F081,planned,8008,quest.import.original-comparison,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F082,F082,planned,8029,quest.runtime.transitions,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F082,F082,planned,8030,quest.runtime.time,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F083,F083,planned,8074,quest.runtime.bindings,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F084,F084,planned,8074,quest.runtime.bindings,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F085,F085,planned,8031,quest.runtime.messages,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F085,F085,planned,8104,quest.offers,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8029,quest.runtime.transitions,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8075,quest.action.prompts,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8076,quest.action.progression,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8091,quest.action.world-triggers,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8092,quest.action.world-placement,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8093,quest.action.world-state,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8094,quest.action.questors-faces,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8095,quest.action.foe-spawning,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8096,quest.action.foe-lifecycle,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8097,quest.action.npc-lifecycle,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8098,quest.action.item-lifecycle,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8099,quest.action.dialogue-links,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8100,quest.action.clicked-actors,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8101,quest.action.journal-message,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8102,quest.action.social,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8133,quest.action.item-interactions,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8134,quest.action.rewards,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8135,quest.action.magic,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8136,quest.action.environment-media,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8149,quest.action.foe-relations,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8160,quest.action.disease,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8168,quest.integrate.guilds,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8169,quest.integrate.regional,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8170,quest.integrate.story,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F086,F086,planned,8171,quest.integrate.special,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F087,F087,planned,8031,quest.runtime.messages,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F088,F088,planned,8020,social.dialogue,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F088,F088,planned,8087,social.directions,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F088,F088,planned,8104,quest.offers,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F089,F089,excluded,,,,DFU talk mod-message protocol excluded; ordinary talk behavior remains F088.
F090,F090,planned,7942,content.text,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F090,F090,planned,8003,text.resolve,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F091,F091,planned,7942,content.text,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F091,F091,planned,8003,text.resolve,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F092,F092,planned,7942,content.text,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F092,F092,planned,8003,text.resolve,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F093,F093,planned,7941,content.names-biographies,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F093,F093,planned,7942,content.text,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F093,F093,planned,8003,text.resolve,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F094,F094,planned,7942,content.text,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F094,F094,planned,7951,content.books,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F094,F094,planned,8053,text.books,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F095,F095,planned,7932,content.ui-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F095,F095,planned,7947,ui.projections,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F095,F095,planned,7968,content.ui-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F095,F095,planned,8175,integration.product,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F096,F096,planned,7947,ui.projections,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F096,F096,planned,8175,integration.product,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F097,F097,planned,7947,ui.projections,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F097,F097,planned,8132,magic.runtime-presentation,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F097,F097,planned,8175,integration.product,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F098,F044,alias,7989,item.weight_money,5,Reuse canonical work; no duplicate implementation.
F098,F044,alias,8009,item.actions,5,Reuse canonical work; no duplicate implementation.
F099,F099,planned,7969,content.character-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F099,F099,planned,7997,progression.levelup,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F099,F099,planned,8025,ui.character_sheet,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F0B00Y00,F0B00Y00,planned,8034,quest.corpus.temples,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F100,F100,planned,7932,content.ui-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F100,F100,planned,7947,ui.projections,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F100,F100,planned,7968,content.ui-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F100,F100,planned,7971,content.videos-admission,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F100,F100,planned,7981,media.cinematics,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F100,F100,planned,8132,magic.runtime-presentation,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F100,F100,planned,8175,integration.product,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F101,F036,alias,8039,magic.construction_costs,7,Reuse canonical work; no duplicate implementation.
F101,F036,alias,8131,magic.known-ready-spells,10,Reuse canonical work; no duplicate implementation.
F101,F036,alias,8137,magic.potion_making,10,Reuse canonical work; no duplicate implementation.
F101,F036,alias,8152,magic.spellmaker,10,Reuse canonical work; no duplicate implementation.
F101,F036,alias,8153,magic.spell_sales,10,Reuse canonical work; no duplicate implementation.
F101,F036,alias,8167,magic.item_making,10,Reuse canonical work; no duplicate implementation.
F101,F036,alias,8172,magic.consumer_completion,10,Reuse canonical work; no duplicate implementation.
F102,F102,planned,7932,content.ui-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F102,F102,planned,7968,content.ui-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F102,F102,planned,8050,time.rest,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F103,F103,planned,7952,content.map-travel-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F103,F103,planned,7970,content.map-travel-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F103,F103,planned,8051,travel.routes,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F103,F103,planned,8085,travel.execute,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F104,F104,planned,7932,content.ui-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F104,F104,planned,7968,content.ui-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F104,F104,planned,8004,service.transactions,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F104,F104,planned,8022,service.training,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F104,F104,planned,8055,service.shops,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F104,F104,planned,8056,service.repair,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F104,F104,planned,8057,service.identify,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F104,F104,planned,8158,service.cures,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F105,F105,planned,7932,content.ui-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F105,F105,planned,7968,content.ui-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F105,F105,planned,8020,social.dialogue,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F105,F105,planned,8088,service.lodging,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F105,F105,planned,8104,quest.offers,11,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F105,F105,planned,8157,crime.arrest,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F105,F105,planned,8165,crime.court,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F106,F106,planned,7932,content.ui-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F106,F106,planned,7952,content.map-travel-media-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F106,F106,planned,7968,content.ui-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F106,F106,planned,7970,content.map-travel-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F106,F106,planned,8052,map.views,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F106,F106,planned,8053,text.books,9,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F106,F106,planned,8103,magic.summoning,10,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F106,F106,planned,8175,integration.product,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F107,F107,planned,7969,content.character-media,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F107,F107,planned,7975,character.identity,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F107,F107,planned,7986,character.custom_class,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F107,F107,planned,7996,character.background,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F107,F107,planned,8141,character.new_game,5,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F108,F108,excluded,,,,Exclude content-reader singleton bootstrap; reuse offline Import and admitted pack composition.
F109,F109,excluded,,,,Exclude Arena2 installation/app-path distribution setup; local source selection belongs to offline tooling.
F110,F110,excluded,,,,Exclude donor GameManager/global orchestration topology; extend existing Host/session when behavior requires.
F111,F111,planned,7937,state.modes,2,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F112,F112,planned,7923,state.identity,2,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F112,F112,planned,7925,state.save,2,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F112,F112,planned,7963,ui.saves,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F112,F112,planned,7994,magic.effect-time-save,7,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F112,F112,planned,8173,integration.time_state,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F113,F113,planned,7925,state.save,2,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F114,F114,planned,7964,audio.music,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F114,F114,planned,7980,audio.duration,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F115,F115,excluded,,,,MIDI.BSA song enum/playback compatibility excluded; ordinary music uses content IDs under F114.
F116,F116,planned,7934,content.audio,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F117,F117,planned,7934,content.audio,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F117,F117,planned,7973,content.residual-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F118,F118,planned,7934,content.audio,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F118,F118,planned,8111,world.ambient,8,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F119,F119,planned,7931,content.textures,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F119,F119,planned,7953,content.fonts,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F119,F119,planned,7973,content.residual-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F120,F120,planned,7966,content.geometry-inventory,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F120,F120,planned,7982,content.geometry,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F121,F121,planned,7931,content.textures,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F122,F122,planned,7953,content.fonts,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F122,F122,planned,7973,content.residual-publication,12,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F123,F123,planned,7982,content.geometry,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F124,F124,excluded,,,,DFU retro postprocess/viewport mode is outside baseline; classic game art remains included and no downstream renderer.
F125,F125,planned,7931,content.textures,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F125,F125,planned,7953,content.fonts,3,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F126,F126,planned,7965,content.terrain,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F126,F126,planned,8010,world.streaming,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
F127,F127,planned,8013,world.lighting,4,Task contributes the specified behavior; this mapping is not an implementation-complete claim.
