disposition	kind	source_id	source	reason
Valid	ExteriorBlockLink	maps/region/17/location/779/exterior	MAPS.BSA	MAPPITEM location index 779 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/78	MAPS.BSA	MAPS location 'Woodsly Hall' is readable.
Unresolved	DungeonLink	maps/region/17/location/78/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 18770, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/78/exterior	MAPS.BSA	MAPPITEM location index 78 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/780	MAPS.BSA	MAPS location 'Jode Shrine' is readable.
Unresolved	DungeonLink	maps/region/17/location/780/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20669, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/780/exterior	MAPS.BSA	MAPPITEM location index 780 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/781	MAPS.BSA	MAPS location 'Copperton Tower' is readable.
Valid	DungeonLink	maps/region/17/location/781/dungeon	MAPS.BSA	MAPDITEM resolves 13 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/781/exterior	MAPS.BSA	MAPPITEM location index 781 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/782	MAPS.BSA	MAPS location 'Ruins of Copperhart Orchard' is readable.
Valid	ExteriorBlockLink	maps/region/17/location/782/exterior	MAPS.BSA	MAPPITEM location index 782 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/783	MAPS.BSA	MAPS location 'Cromhope' is readable.
Unresolved	DungeonLink	maps/region/17/location/783/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20674, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/783/exterior	MAPS.BSA	MAPPITEM location index 783 resolves 4 RMB block references.
Valid	Location	maps/region/17/location/784	MAPS.BSA	MAPS location 'Ruins of Gaersmith Orchard' is readable.
Valid	DungeonLink	maps/region/17/location/784/dungeon	MAPS.BSA	MAPDITEM resolves 14 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/784/exterior	MAPS.BSA	MAPPITEM location index 784 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/785	MAPS.BSA	MAPS location 'Yeomfield Manor' is readable.
Unresolved	DungeonLink	maps/region/17/location/785/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20677, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/785/exterior	MAPS.BSA	MAPPITEM location index 785 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/786	MAPS.BSA	MAPS location 'The Buckingsley Farmstead' is readable.
Unresolved	DungeonLink	maps/region/17/location/786/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20678, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/786/exterior	MAPS.BSA	MAPPITEM location index 786 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/787	MAPS.BSA	MAPS location 'Ashsly Grange' is readable.
Unresolved	DungeonLink	maps/region/17/location/787/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20679, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/787/exterior	MAPS.BSA	MAPPITEM location index 787 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/788	MAPS.BSA	MAPS location 'The Old Ashwing Hovel' is readable.
Unresolved	DungeonLink	maps/region/17/location/788/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20680, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/788/exterior	MAPS.BSA	MAPPITEM location index 788 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/789	MAPS.BSA	MAPS location 'Wickhouse Hall' is readable.
Unresolved	DungeonLink	maps/region/17/location/789/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20681, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/789/exterior	MAPS.BSA	MAPPITEM location index 789 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/79	MAPS.BSA	MAPS location 'The Yeomsmith Farmstead' is readable.
Unresolved	DungeonLink	maps/region/17/location/79/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 18771, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/79/exterior	MAPS.BSA	MAPPITEM location index 79 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/790	MAPS.BSA	MAPS location 'Divad Monument' is readable.
Unresolved	DungeonLink	maps/region/17/location/790/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20690, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/790/exterior	MAPS.BSA	MAPPITEM location index 790 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/791	MAPS.BSA	MAPS location 'Old Barbyvyra's Farm' is readable.
Unresolved	DungeonLink	maps/region/17/location/791/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20691, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/791/exterior	MAPS.BSA	MAPPITEM location index 791 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/792	MAPS.BSA	MAPS location 'Joyous Idol of Kynareth' is readable.
Unresolved	DungeonLink	maps/region/17/location/792/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20692, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/792/exterior	MAPS.BSA	MAPPITEM location index 792 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/793	MAPS.BSA	MAPS location 'The Unfortunate Muskrat Pub' is readable.
Unresolved	DungeonLink	maps/region/17/location/793/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20693, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/793/exterior	MAPS.BSA	MAPPITEM location index 793 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/794	MAPS.BSA	MAPS location 'The Mastersmith Farmstead' is readable.
Unresolved	DungeonLink	maps/region/17/location/794/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20694, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/794/exterior	MAPS.BSA	MAPPITEM location index 794 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/795	MAPS.BSA	MAPS location 'Aldingwood Garden' is readable.
Unresolved	DungeonLink	maps/region/17/location/795/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20695, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/795/exterior	MAPS.BSA	MAPPITEM location index 795 resolves 4 RMB block references.
Valid	Location	maps/region/17/location/796	MAPS.BSA	MAPS location 'The Jubanxia Cavern' is readable.
Valid	DungeonLink	maps/region/17/location/796/dungeon	MAPS.BSA	MAPDITEM resolves 10 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/796/exterior	MAPS.BSA	MAPPITEM location index 796 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/797	MAPS.BSA	MAPS location 'Tamway Moor' is readable.
Unresolved	DungeonLink	maps/region/17/location/797/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20698, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/797/exterior	MAPS.BSA	MAPPITEM location index 797 resolves 8 RMB block references.
Valid	Location	maps/region/17/location/798	MAPS.BSA	MAPS location 'The Unfortunate Skull Inn' is readable.
Unresolved	DungeonLink	maps/region/17/location/798/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20699, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/798/exterior	MAPS.BSA	MAPPITEM location index 798 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/799	MAPS.BSA	MAPS location 'Buckinging Grange' is readable.
Unresolved	DungeonLink	maps/region/17/location/799/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20700, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/799/exterior	MAPS.BSA	MAPPITEM location index 799 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/8	MAPS.BSA	MAPS location 'The Old Yeomsley Shack' is readable.
Unresolved	DungeonLink	maps/region/17/location/8/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 17797, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/8/exterior	MAPS.BSA	MAPPITEM location index 8 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/80	MAPS.BSA	MAPS location 'Bleeding Ascencion of Kynareth' is readable.
Unresolved	DungeonLink	maps/region/17/location/80/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 18772, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/80/exterior	MAPS.BSA	MAPPITEM location index 80 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/800	MAPS.BSA	MAPS location 'The Buckingfield Farmstead' is readable.
Unresolved	DungeonLink	maps/region/17/location/800/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20701, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/800/exterior	MAPS.BSA	MAPPITEM location index 800 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/801	MAPS.BSA	MAPS location 'The Thirsty Cat Lodge' is readable.
Unresolved	DungeonLink	maps/region/17/location/801/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20702, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/801/exterior	MAPS.BSA	MAPPITEM location index 801 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/802	MAPS.BSA	MAPS location 'The Old Gaercroft Shack' is readable.
Unresolved	DungeonLink	maps/region/17/location/802/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20703, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/802/exterior	MAPS.BSA	MAPPITEM location index 802 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/803	MAPS.BSA	MAPS location 'Wailing Redeemer of Kynareth' is readable.
Unresolved	DungeonLink	maps/region/17/location/803/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20704, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/803/exterior	MAPS.BSA	MAPPITEM location index 803 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/804	MAPS.BSA	MAPS location 'Divad Monument' is readable.
Unresolved	DungeonLink	maps/region/17/location/804/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20705, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/804/exterior	MAPS.BSA	MAPPITEM location index 804 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/805	MAPS.BSA	MAPS location 'Tricergon' is readable.
Valid	DungeonLink	maps/region/17/location/805/dungeon	MAPS.BSA	MAPDITEM resolves 13 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/805/exterior	MAPS.BSA	MAPPITEM location index 805 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/806	MAPS.BSA	MAPS location 'The Moorwing Cemetery' is readable.
Valid	DungeonLink	maps/region/17/location/806/dungeon	MAPS.BSA	MAPDITEM resolves 5 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/806/exterior	MAPS.BSA	MAPPITEM location index 806 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/807	MAPS.BSA	MAPS location 'The Thirsty Castle Hostel' is readable.
Unresolved	DungeonLink	maps/region/17/location/807/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20710, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/807/exterior	MAPS.BSA	MAPPITEM location index 807 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/808	MAPS.BSA	MAPS location 'Mercester' is readable.
Unresolved	DungeonLink	maps/region/17/location/808/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20711, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/808/exterior	MAPS.BSA	MAPPITEM location index 808 resolves 48 RMB block references.
Valid	Location	maps/region/17/location/809	MAPS.BSA	MAPS location 'The Greensmith Cemetery' is readable.
Valid	DungeonLink	maps/region/17/location/809/dungeon	MAPS.BSA	MAPDITEM resolves 5 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/809/exterior	MAPS.BSA	MAPPITEM location index 809 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/81	MAPS.BSA	MAPS location 'Hearthhart Palace' is readable.
Unresolved	DungeonLink	maps/region/17/location/81/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 18773, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/81/exterior	MAPS.BSA	MAPPITEM location index 81 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/810	MAPS.BSA	MAPS location 'Castle Yeomsmith' is readable.
Valid	DungeonLink	maps/region/17/location/810/dungeon	MAPS.BSA	MAPDITEM resolves 10 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/810/exterior	MAPS.BSA	MAPPITEM location index 810 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/811	MAPS.BSA	MAPS location 'The Greensley Farmstead' is readable.
Unresolved	DungeonLink	maps/region/17/location/811/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20716, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/811/exterior	MAPS.BSA	MAPPITEM location index 811 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/812	MAPS.BSA	MAPS location 'Penbeth' is readable.
Unresolved	DungeonLink	maps/region/17/location/812/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20717, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/812/exterior	MAPS.BSA	MAPPITEM location index 812 resolves 4 RMB block references.
Valid	Location	maps/region/17/location/813	MAPS.BSA	MAPS location 'Coven on the Bluff' is readable.
Unresolved	DungeonLink	maps/region/17/location/813/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 50016, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/813/exterior	MAPS.BSA	MAPPITEM location index 813 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/814	MAPS.BSA	MAPS location 'Tuncroft' is readable.
Unresolved	DungeonLink	maps/region/17/location/814/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20744, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/814/exterior	MAPS.BSA	MAPPITEM location index 814 resolves 12 RMB block references.
Valid	Location	maps/region/17/location/815	MAPS.BSA	MAPS location 'Fearful Light of Kynareth' is readable.
Unresolved	DungeonLink	maps/region/17/location/815/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20745, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/815/exterior	MAPS.BSA	MAPPITEM location index 815 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/816	MAPS.BSA	MAPS location 'Hearthwing Court' is readable.
Unresolved	DungeonLink	maps/region/17/location/816/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20746, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/816/exterior	MAPS.BSA	MAPPITEM location index 816 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/817	MAPS.BSA	MAPS location 'Old Barbabyth's Farm' is readable.
Unresolved	DungeonLink	maps/region/17/location/817/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20747, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/817/exterior	MAPS.BSA	MAPPITEM location index 817 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/818	MAPS.BSA	MAPS location 'Hearthford Court' is readable.
Unresolved	DungeonLink	maps/region/17/location/818/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20748, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/818/exterior	MAPS.BSA	MAPPITEM location index 818 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/819	MAPS.BSA	MAPS location 'Gentle Soul of Kynareth' is readable.
Unresolved	DungeonLink	maps/region/17/location/819/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20749, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/819/exterior	MAPS.BSA	MAPPITEM location index 819 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/82	MAPS.BSA	MAPS location 'Old Ysolda's Hovel' is readable.
Unresolved	DungeonLink	maps/region/17/location/82/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 18774, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/82/exterior	MAPS.BSA	MAPPITEM location index 82 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/820	MAPS.BSA	MAPS location 'The Gaerham Graveyard' is readable.
Valid	DungeonLink	maps/region/17/location/820/dungeon	MAPS.BSA	MAPDITEM resolves 5 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/820/exterior	MAPS.BSA	MAPPITEM location index 820 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/821	MAPS.BSA	MAPS location 'Midfort Derry' is readable.
Unresolved	DungeonLink	maps/region/17/location/821/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20752, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/821/exterior	MAPS.BSA	MAPPITEM location index 821 resolves 9 RMB block references.
Valid	Location	maps/region/17/location/822	MAPS.BSA	MAPS location 'Tamwood' is readable.
Unresolved	DungeonLink	maps/region/17/location/822/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20753, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/822/exterior	MAPS.BSA	MAPPITEM location index 822 resolves 4 RMB block references.
Valid	Location	maps/region/17/location/823	MAPS.BSA	MAPS location 'The Woodsly Farmstead' is readable.
Unresolved	DungeonLink	maps/region/17/location/823/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20754, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/823/exterior	MAPS.BSA	MAPPITEM location index 823 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/824	MAPS.BSA	MAPS location 'Arkford' is readable.
Unresolved	DungeonLink	maps/region/17/location/824/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20755, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/824/exterior	MAPS.BSA	MAPPITEM location index 824 resolves 4 RMB block references.
Valid	Location	maps/region/17/location/825	MAPS.BSA	MAPS location 'Buckington Court' is readable.
Unresolved	DungeonLink	maps/region/17/location/825/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20756, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/825/exterior	MAPS.BSA	MAPPITEM location index 825 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/826	MAPS.BSA	MAPS location 'The Ashsmith Cabin' is readable.
Unresolved	DungeonLink	maps/region/17/location/826/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20757, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/826/exterior	MAPS.BSA	MAPPITEM location index 826 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/827	MAPS.BSA	MAPS location 'Longwell' is readable.
Unresolved	DungeonLink	maps/region/17/location/827/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20758, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/827/exterior	MAPS.BSA	MAPPITEM location index 827 resolves 8 RMB block references.
Valid	Location	maps/region/17/location/828	MAPS.BSA	MAPS location 'The Gwynorya Coven' is readable.
Valid	DungeonLink	maps/region/17/location/828/dungeon	MAPS.BSA	MAPDITEM resolves 12 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/828/exterior	MAPS.BSA	MAPPITEM location index 828 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/829	MAPS.BSA	MAPS location 'The Ashford Graveyard' is readable.
Valid	DungeonLink	maps/region/17/location/829/dungeon	MAPS.BSA	MAPDITEM resolves 5 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/829/exterior	MAPS.BSA	MAPPITEM location index 829 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/83	MAPS.BSA	MAPS location 'Castle Woodcroft' is readable.
Valid	ExteriorBlockLink	maps/region/17/location/83/exterior	MAPS.BSA	MAPPITEM location index 83 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/830	MAPS.BSA	MAPS location 'Fonthead' is readable.
Unresolved	DungeonLink	maps/region/17/location/830/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20781, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/830/exterior	MAPS.BSA	MAPPITEM location index 830 resolves 4 RMB block references.
Valid	Location	maps/region/17/location/831	MAPS.BSA	MAPS location 'Gaerford Grange' is readable.
Unresolved	DungeonLink	maps/region/17/location/831/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20782, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/831/exterior	MAPS.BSA	MAPPITEM location index 831 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/832	MAPS.BSA	MAPS location 'Chesterleigh' is readable.
Unresolved	DungeonLink	maps/region/17/location/832/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20783, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/832/exterior	MAPS.BSA	MAPPITEM location index 832 resolves 2 RMB block references.
Valid	Location	maps/region/17/location/833	MAPS.BSA	MAPS location 'Reywich' is readable.
Unresolved	DungeonLink	maps/region/17/location/833/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20784, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/833/exterior	MAPS.BSA	MAPPITEM location index 833 resolves 6 RMB block references.
Valid	Location	maps/region/17/location/834	MAPS.BSA	MAPS location 'Ruins of Moorford Manor' is readable.
Valid	DungeonLink	maps/region/17/location/834/dungeon	MAPS.BSA	MAPDITEM resolves 14 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/834/exterior	MAPS.BSA	MAPPITEM location index 834 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/835	MAPS.BSA	MAPS location 'Oxvale' is readable.
Unresolved	DungeonLink	maps/region/17/location/835/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20787, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/835/exterior	MAPS.BSA	MAPPITEM location index 835 resolves 2 RMB block references.
Valid	Location	maps/region/17/location/836	MAPS.BSA	MAPS location 'Woodwing Court' is readable.
Unresolved	DungeonLink	maps/region/17/location/836/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20788, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/836/exterior	MAPS.BSA	MAPPITEM location index 836 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/837	MAPS.BSA	MAPS location 'The Hole of Balul' is readable.
Valid	DungeonLink	maps/region/17/location/837/dungeon	MAPS.BSA	MAPDITEM resolves 12 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/837/exterior	MAPS.BSA	MAPPITEM location index 837 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/838	MAPS.BSA	MAPS location 'Kingcroft Palace' is readable.
Unresolved	DungeonLink	maps/region/17/location/838/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20791, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/838/exterior	MAPS.BSA	MAPPITEM location index 838 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/839	MAPS.BSA	MAPS location 'Aldingwich' is readable.
Unresolved	DungeonLink	maps/region/17/location/839/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20792, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/839/exterior	MAPS.BSA	MAPPITEM location index 839 resolves 12 RMB block references.
Valid	Location	maps/region/17/location/84	MAPS.BSA	MAPS location 'Midmore' is readable.
Unresolved	DungeonLink	maps/region/17/location/84/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 18777, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/84/exterior	MAPS.BSA	MAPPITEM location index 84 resolves 6 RMB block references.
Valid	Location	maps/region/17/location/840	MAPS.BSA	MAPS location 'Blessed Oracle of Kynareth' is readable.
Unresolved	DungeonLink	maps/region/17/location/840/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20793, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/840/exterior	MAPS.BSA	MAPPITEM location index 840 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/841	MAPS.BSA	MAPS location 'Blackidge Hamlet' is readable.
Unresolved	DungeonLink	maps/region/17/location/841/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20794, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/841/exterior	MAPS.BSA	MAPPITEM location index 841 resolves 4 RMB block references.
Valid	Location	maps/region/17/location/842	MAPS.BSA	MAPS location 'Warvale' is readable.
Unresolved	DungeonLink	maps/region/17/location/842/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20795, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/842/exterior	MAPS.BSA	MAPPITEM location index 842 resolves 4 RMB block references.
Valid	Location	maps/region/17/location/843	MAPS.BSA	MAPS location 'Graypath' is readable.
Unresolved	DungeonLink	maps/region/17/location/843/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20796, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/843/exterior	MAPS.BSA	MAPPITEM location index 843 resolves 4 RMB block references.
Valid	Location	maps/region/17/location/844	MAPS.BSA	MAPS location 'The Hold of Mooring' is readable.
Valid	DungeonLink	maps/region/17/location/844/dungeon	MAPS.BSA	MAPDITEM resolves 14 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/844/exterior	MAPS.BSA	MAPPITEM location index 844 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/845	MAPS.BSA	MAPS location 'The Lucky Priest Lodge' is readable.
Unresolved	DungeonLink	maps/region/17/location/845/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20799, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/845/exterior	MAPS.BSA	MAPPITEM location index 845 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/846	MAPS.BSA	MAPS location 'The Tower of Buckingston' is readable.
Valid	DungeonLink	maps/region/17/location/846/dungeon	MAPS.BSA	MAPDITEM resolves 8 RDB block references.
Valid	ExteriorBlockLink	maps/region/17/location/846/exterior	MAPS.BSA	MAPPITEM location index 846 resolves 1 RMB block references.
Valid	Location	maps/region/17/location/847	MAPS.BSA	MAPS location 'Greenhouse Hall' is readable.
Unresolved	DungeonLink	maps/region/17/location/847/dungeon	MAPS.BSA	Dungeon type 255 pairs with exterior location 20802, which no dungeon record links, so the location has none.
Valid	ExteriorBlockLink	maps/region/17/location/847/exterior	MAPS.BSA	MAPPITEM location index 847 resolves 1 RMB block references.
