id,row_type,family_id,kind,path_or_pattern,available_count,byte_size,record_or_stem,current_scope,disposition,notes
CNT-020.file.GILD01I0.IMG,file,CNT-020,source-file,local/arena2/GILD01I0.IMG,1,6642,GILD01I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-027.file.GNRC00I0.IMG,file,CNT-027,source-file,local/arena2/GNRC00I0.IMG,1,6642,GNRC00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-027.file.GNRC01I0.IMG,file,CNT-027,source-file,local/arena2/GNRC01I0.IMG,1,5472,GNRC01I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-027.file.GPAINT.CIF,file,CNT-027,source-file,local/arena2/GPAINT.CIF,1,38496,GPAINT,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-027.file.GRAD00I0.IMG,file,CNT-027,source-file,local/arena2/GRAD00I0.IMG,1,1720,GRAD00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-027.file.GRAD01I0.IMG,file,CNT-027,source-file,local/arena2/GRAD01I0.IMG,1,1720,GRAD01I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-017.file.H0B00Y00.QBN,file,CNT-017,source-file,local/arena2/H0B00Y00.QBN,1,1937,H0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.H0B00Y00.QRC,file,CNT-017,source-file,local/arena2/H0B00Y00.QRC,1,2069,H0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-027.file.HAZE.000,file,CNT-027,source-file,local/arena2/HAZE.000,1,16384,HAZE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-027.file.HAZE.001,file,CNT-027,source-file,local/arena2/HAZE.001,1,16384,HAZE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-027.file.HERB00I0.IMG,file,CNT-027,source-file,local/arena2/HERB00I0.IMG,1,4302,HERB00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-026.file.HERMAEUS.FLC,file,CNT-026,source-file,local/arena2/HERMAEUS.FLC,1,602748,HERMAEUS,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-026.file.HIRCINE.FLC,file,CNT-026,source-file,local/arena2/HIRCINE.FLC,1,645634,HIRCINE,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-027.file.HPAINT.CIF,file,CNT-027,source-file,local/arena2/HPAINT.CIF,1,38496,HPAINT,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-017.file.I0B00Y00.QBN,file,CNT-017,source-file,local/arena2/I0B00Y00.QBN,1,1097,I0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.I0B00Y00.QRC,file,CNT-017,source-file,local/arena2/I0B00Y00.QRC,1,2075,I0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-027.file.ICON00I0.IMG,file,CNT-027,source-file,local/arena2/ICON00I0.IMG,1,20480,ICON00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-020.file.INFO00I0.IMG,file,CNT-020,source-file,local/arena2/INFO00I0.IMG,1,64000,INFO00I0,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INFO01I0.IMG,file,CNT-020,source-file,local/arena2/INFO01I0.IMG,1,64000,INFO01I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE00I0.IMG,file,CNT-020,source-file,local/arena2/INVE00I0.IMG,1,64000,INVE00I0,source present; per-file publication not audited,imported,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE01I0.IMG,file,CNT-020,source-file,local/arena2/INVE01I0.IMG,1,64000,INVE01I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE02I0.IMG,file,CNT-020,source-file,local/arena2/INVE02I0.IMG,1,64000,INVE02I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE03I0.IMG,file,CNT-020,source-file,local/arena2/INVE03I0.IMG,1,2586,INVE03I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE04I0.IMG,file,CNT-020,source-file,local/arena2/INVE04I0.IMG,1,64000,INVE04I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE05I0.IMG,file,CNT-020,source-file,local/arena2/INVE05I0.IMG,1,64000,INVE05I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE06I0.IMG,file,CNT-020,source-file,local/arena2/INVE06I0.IMG,1,1380,INVE06I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE07I0.IMG,file,CNT-020,source-file,local/arena2/INVE07I0.IMG,1,1380,INVE07I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE08I0.IMG,file,CNT-020,source-file,local/arena2/INVE08I0.IMG,1,7422,INVE08I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE09I0.IMG,file,CNT-020,source-file,local/arena2/INVE09I0.IMG,1,7422,INVE09I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE0FI0.IMG,file,CNT-020,source-file,local/arena2/INVE0FI0.IMG,1,64000,INVE0FI0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE10I0.IMG,file,CNT-020,source-file,local/arena2/INVE10I0.IMG,1,7422,INVE10I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE11I0.IMG,file,CNT-020,source-file,local/arena2/INVE11I0.IMG,1,7422,INVE11I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE12I0.IMG,file,CNT-020,source-file,local/arena2/INVE12I0.IMG,1,7422,INVE12I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE13I0.IMG,file,CNT-020,source-file,local/arena2/INVE13I0.IMG,1,7422,INVE13I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE14I0.IMG,file,CNT-020,source-file,local/arena2/INVE14I0.IMG,1,7422,INVE14I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE15I0.IMG,file,CNT-020,source-file,local/arena2/INVE15I0.IMG,1,7422,INVE15I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.INVE16I0.CIF,file,CNT-020,source-file,local/arena2/INVE16I0.CIF,1,18754,INVE16I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-027.file.IPAINT.CIF,file,CNT-027,source-file,local/arena2/IPAINT.CIF,1,38496,IPAINT,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-020.file.ITEM00I0.IMG,file,CNT-020,source-file,local/arena2/ITEM00I0.IMG,1,64000,ITEM00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-020.file.ITEM01I0.IMG,file,CNT-020,source-file,local/arena2/ITEM01I0.IMG,1,2916,ITEM01I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred.
CNT-017.file.J0B00Y00.QBN,file,CNT-017,source-file,local/arena2/J0B00Y00.QBN,1,2293,J0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.J0B00Y00.QRC,file,CNT-017,source-file,local/arena2/J0B00Y00.QRC,1,1717,J0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-027.file.JPAINT.CIF,file,CNT-027,source-file,local/arena2/JPAINT.CIF,1,38496,JPAINT,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-017.file.K0C00Y00.QBN,file,CNT-017,source-file,local/arena2/K0C00Y00.QBN,1,2944,K0C00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y00.QRC,file,CNT-017,source-file,local/arena2/K0C00Y00.QRC,1,2973,K0C00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y02.QBN,file,CNT-017,source-file,local/arena2/K0C00Y02.QBN,1,4628,K0C00Y02,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y02.QRC,file,CNT-017,source-file,local/arena2/K0C00Y02.QRC,1,2589,K0C00Y02,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y03.QBN,file,CNT-017,source-file,local/arena2/K0C00Y03.QBN,1,3280,K0C00Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y03.QRC,file,CNT-017,source-file,local/arena2/K0C00Y03.QRC,1,3345,K0C00Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y04.QBN,file,CNT-017,source-file,local/arena2/K0C00Y04.QBN,1,2218,K0C00Y04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y04.QRC,file,CNT-017,source-file,local/arena2/K0C00Y04.QRC,1,4254,K0C00Y04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y05.QBN,file,CNT-017,source-file,local/arena2/K0C00Y05.QBN,1,4030,K0C00Y05,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y05.QRC,file,CNT-017,source-file,local/arena2/K0C00Y05.QRC,1,3735,K0C00Y05,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y06.QBN,file,CNT-017,source-file,local/arena2/K0C00Y06.QBN,1,15111,K0C00Y06,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y06.QRC,file,CNT-017,source-file,local/arena2/K0C00Y06.QRC,1,22347,K0C00Y06,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y07.QBN,file,CNT-017,source-file,local/arena2/K0C00Y07.QBN,1,5519,K0C00Y07,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y07.QRC,file,CNT-017,source-file,local/arena2/K0C00Y07.QRC,1,4684,K0C00Y07,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y08.QBN,file,CNT-017,source-file,local/arena2/K0C00Y08.QBN,1,1531,K0C00Y08,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y08.QRC,file,CNT-017,source-file,local/arena2/K0C00Y08.QRC,1,2874,K0C00Y08,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y09.QBN,file,CNT-017,source-file,local/arena2/K0C00Y09.QBN,1,2555,K0C00Y09,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C00Y09.QRC,file,CNT-017,source-file,local/arena2/K0C00Y09.QRC,1,3585,K0C00Y09,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C01Y00.QBN,file,CNT-017,source-file,local/arena2/K0C01Y00.QBN,1,3399,K0C01Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C01Y00.QRC,file,CNT-017,source-file,local/arena2/K0C01Y00.QRC,1,3535,K0C01Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C01Y10.QBN,file,CNT-017,source-file,local/arena2/K0C01Y10.QBN,1,1711,K0C01Y10,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C01Y10.QRC,file,CNT-017,source-file,local/arena2/K0C01Y10.QRC,1,3973,K0C01Y10,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C0XY01.QBN,file,CNT-017,source-file,local/arena2/K0C0XY01.QBN,1,3054,K0C0XY01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C0XY01.QRC,file,CNT-017,source-file,local/arena2/K0C0XY01.QRC,1,4034,K0C0XY01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C10Y11.QBN,file,CNT-017,source-file,local/arena2/K0C10Y11.QBN,1,3037,K0C10Y11,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C10Y11.QRC,file,CNT-017,source-file,local/arena2/K0C10Y11.QRC,1,2194,K0C10Y11,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C20Y12.QBN,file,CNT-017,source-file,local/arena2/K0C20Y12.QBN,1,1545,K0C20Y12,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C20Y12.QRC,file,CNT-017,source-file,local/arena2/K0C20Y12.QRC,1,2043,K0C20Y12,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C30Y03.QBN,file,CNT-017,source-file,local/arena2/K0C30Y03.QBN,1,10614,K0C30Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C30Y03.QRC,file,CNT-017,source-file,local/arena2/K0C30Y03.QRC,1,10348,K0C30Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C30Y13.QBN,file,CNT-017,source-file,local/arena2/K0C30Y13.QBN,1,1545,K0C30Y13,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.K0C30Y13.QRC,file,CNT-017,source-file,local/arena2/K0C30Y13.QRC,1,1612,K0C30Y13,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-027.file.KIDS00I0.CIF,file,CNT-027,source-file,local/arena2/KIDS00I0.CIF,1,2904,KIDS00I0,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-027.file.KPAINT.CIF,file,CNT-027,source-file,local/arena2/KPAINT.CIF,1,38496,KPAINT,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Unclassified residual source; determine semantic use or explicit exclusion while drafting its family task.
CNT-017.file.L0A01L00.QBN,file,CNT-017,source-file,local/arena2/L0A01L00.QBN,1,3597,L0A01L00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0A01L00.QRC,file,CNT-017,source-file,local/arena2/L0A01L00.QRC,1,2691,L0A01L00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y00.QBN,file,CNT-017,source-file,local/arena2/L0B00Y00.QBN,1,1918,L0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y00.QRC,file,CNT-017,source-file,local/arena2/L0B00Y00.QRC,1,1646,L0B00Y00,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y01.QBN,file,CNT-017,source-file,local/arena2/L0B00Y01.QBN,1,1785,L0B00Y01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y01.QRC,file,CNT-017,source-file,local/arena2/L0B00Y01.QRC,1,2115,L0B00Y01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y02.QBN,file,CNT-017,source-file,local/arena2/L0B00Y02.QBN,1,2194,L0B00Y02,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y02.QRC,file,CNT-017,source-file,local/arena2/L0B00Y02.QRC,1,2784,L0B00Y02,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y03.QBN,file,CNT-017,source-file,local/arena2/L0B00Y03.QBN,1,1330,L0B00Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y03.QRC,file,CNT-017,source-file,local/arena2/L0B00Y03.QRC,1,1823,L0B00Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y04.QBN,file,CNT-017,source-file,local/arena2/L0B00Y04.QBN,1,1998,L0B00Y04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B00Y04.QRC,file,CNT-017,source-file,local/arena2/L0B00Y04.QRC,1,1826,L0B00Y04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B10Y01.QBN,file,CNT-017,source-file,local/arena2/L0B10Y01.QBN,1,1390,L0B10Y01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B10Y01.QRC,file,CNT-017,source-file,local/arena2/L0B10Y01.QRC,1,2111,L0B10Y01,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B10Y03.QBN,file,CNT-017,source-file,local/arena2/L0B10Y03.QBN,1,1540,L0B10Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B10Y03.QRC,file,CNT-017,source-file,local/arena2/L0B10Y03.QRC,1,2766,L0B10Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B20Y02.QBN,file,CNT-017,source-file,local/arena2/L0B20Y02.QBN,1,1973,L0B20Y02,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B20Y02.QRC,file,CNT-017,source-file,local/arena2/L0B20Y02.QRC,1,2142,L0B20Y02,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y03.QBN,file,CNT-017,source-file,local/arena2/L0B30Y03.QBN,1,1953,L0B30Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y03.QRC,file,CNT-017,source-file,local/arena2/L0B30Y03.QRC,1,2223,L0B30Y03,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y09.QBN,file,CNT-017,source-file,local/arena2/L0B30Y09.QBN,1,1953,L0B30Y09,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y09.QRC,file,CNT-017,source-file,local/arena2/L0B30Y09.QRC,1,1480,L0B30Y09,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y12.QBN,file,CNT-017,source-file,local/arena2/L0B30Y12.QBN,1,1498,L0B30Y12,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y12.QRC,file,CNT-017,source-file,local/arena2/L0B30Y12.QRC,1,810,L0B30Y12,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y14.QBN,file,CNT-017,source-file,local/arena2/L0B30Y14.QBN,1,1727,L0B30Y14,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y14.QRC,file,CNT-017,source-file,local/arena2/L0B30Y14.QRC,1,1540,L0B30Y14,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y16.QBN,file,CNT-017,source-file,local/arena2/L0B30Y16.QBN,1,1626,L0B30Y16,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B30Y16.QRC,file,CNT-017,source-file,local/arena2/L0B30Y16.QRC,1,2101,L0B30Y16,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B40Y04.QBN,file,CNT-017,source-file,local/arena2/L0B40Y04.QBN,1,1886,L0B40Y04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B40Y04.QRC,file,CNT-017,source-file,local/arena2/L0B40Y04.QRC,1,2149,L0B40Y04,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B40Y13.QBN,file,CNT-017,source-file,local/arena2/L0B40Y13.QBN,1,1498,L0B40Y13,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B40Y13.QRC,file,CNT-017,source-file,local/arena2/L0B40Y13.QRC,1,1133,L0B40Y13,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B50Y11.QBN,file,CNT-017,source-file,local/arena2/L0B50Y11.QBN,1,4727,L0B50Y11,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B50Y11.QRC,file,CNT-017,source-file,local/arena2/L0B50Y11.QRC,1,2763,L0B50Y11,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B50Y15.QBN,file,CNT-017,source-file,local/arena2/L0B50Y15.QBN,1,1711,L0B50Y15,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B50Y15.QRC,file,CNT-017,source-file,local/arena2/L0B50Y15.QRC,1,4283,L0B50Y15,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B60Y10.QBN,file,CNT-017,source-file,local/arena2/L0B60Y10.QBN,1,2222,L0B60Y10,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B60Y10.QRC,file,CNT-017,source-file,local/arena2/L0B60Y10.QRC,1,1641,L0B60Y10,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B71Y17.QBN,file,CNT-017,source-file,local/arena2/L0B71Y17.QBN,1,2796,L0B71Y17,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
CNT-017.file.L0B71Y17.QRC,file,CNT-017,source-file,local/arena2/L0B71Y17.QRC,1,3582,L0B71Y17,source present; per-file publication not audited,unused,Filesystem presence and size only; source-record usability and runtime publication not inferred. Quest stem paired QBN/QRC.
